Worker ID,Problem,Age,Gender,Strong hand,Education,Answer,Confidence,Psolve,1 second,1000 seconds,1 minute,1000 minutes,1 hour,1000 hours,2000 hours,1000000 hours,Infinity,There is no way to know without additional information,Class,group_number
A2GDIWT471AR78,CR_Conf,52,Female,Right,College,There is no way to know without additional information,5,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,38
A1YBG1VIIO80DZ,CR_Conf,33,Female,Right,College,1000 hours,3,31-40%,0-10%,0-10%,0-10%,0-10%,21-30%,31-40%,0-10%,0-10%,11-20%,41-50%,Non-Solver,38
A1YBX7P5PY8LL,CR_Conf,37,Male,Right,Graduate Degree,There is no way to know without additional information,8,41-50%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,11-20%,11-20%,0-10%,41-50%,Non-Solver,38
A1YBZWXXW358IF,CR_Conf,64,Male,Right,High School/GED,1 hour,2,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver,38
A2GQGYKPLKQGSZ,CR_Conf,33,Male,Right,Graduate Degree,1 hour,10,11-20%,11-20%,21-30%,31-40%,21-30%,11-20%,31-40%,41-50%,31-40%,41-50%,41-50%,Solver,38
A2GTBBZA2M82NR,CR_Conf,37,Male,Right,College,1000 hours,4,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,41-50%,11-20%,0-10%,0-10%,11-20%,Non-Solver,38
A2GV9WSNSPX53,CR_Conf,26,Male,Left,Graduate Degree,1 hour,2,21-30%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,0-10%,0-10%,11-20%,11-20%,Solver,38
A2GZ00IMOT6L3X,CR_Conf,49,Female,Right,High School/GED,1000000 hours,2,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,11-20%,11-20%,21-30%,Non-Solver,38
A2GZNOA5CIVKUB,CR_Conf,25,Female,Right,College,1 minute,7,21-30%,21-30%,31-40%,41-50%,41-50%,31-40%,31-40%,31-40%,21-30%,21-30%,11-20%,Non-Solver,38
A2H1QUGX0SOUMH,CR_Conf,68,Male,Right,College,There is no way to know without additional information,2,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,31-40%,Non-Solver,38
A25DP39XRZDLQM,CR_Conf,26,Female,Right,High School/GED,1 hour,2,21-30%,11-20%,21-30%,31-40%,41-50%,31-40%,21-30%,11-20%,21-30%,21-30%,41-50%,Solver,38
A25FH7PXC446RG,CR_Conf,52,Female,Right,College,Infinity,4,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,51-60%,0-10%,Non-Solver,38
A25R2OI9L2Q1OW,CR_Conf,44,Male,Right,College,1000 seconds,10,31-40%,0-10%,31-40%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,0-10%,Non-Solver,38
A2HDK3ZI4R4VJV,CR_Conf,28,Male,Right,Graduate Degree,1 minute,9,91-100%,61-70%,51-60%,41-50%,51-60%,61-70%,51-60%,51-60%,61-70%,51-60%,51-60%,Non-Solver,38
A2HG1N3BVQO6I,CR_Conf,57,Female,Right,High School/GED,Infinity,5,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,21-30%,41-50%,Non-Solver,38
A2HJ68MCAG1TD1,CR_Conf,56,Female,Right,High School/GED,Infinity,5,41-50%,41-50%,31-40%,41-50%,31-40%,71-80%,51-60%,0-10%,61-70%,51-60%,51-60%,Non-Solver,38
A2I4VNAS21FXCE,CR_Conf,47,Male,Right,College,1 hour,10,0-10%,81-90%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver,38
A2I6ZALE49CVSC,CR_Conf,28,Male,Right,High School/GED,1 hour,6,31-40%,0-10%,0-10%,41-50%,41-50%,61-70%,11-20%,31-40%,11-20%,0-10%,11-20%,Solver,38
A2IGPW784OFV3D,CR_Conf,30,Male,Right,High School/GED,1 hour,5,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,Solver,38
A2JPOXYZM5AJZZ,CR_Conf,46,Male,Left,College,There is no way to know without additional information,3,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,21-30%,0-10%,21-30%,21-30%,Non-Solver,39
A2JTV44ZIGMS5D,CR_Conf,45,Male,Right,College,There is no way to know without additional information,6,11-20%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,11-20%,0-10%,21-30%,21-30%,Non-Solver,39
A2JZUSRBP6H5S,CR_Conf,35,Male,Left,College,There is no way to know without additional information,9,21-30%,0-10%,21-30%,21-30%,11-20%,41-50%,21-30%,21-30%,21-30%,41-50%,41-50%,Non-Solver,39
A2K14THTRC00OH,CR_Conf,24,Female,Right,Graduate Degree,2000 hours,8,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,Non-Solver,39
A2K3MUBO2FWKRD,CR_Conf,26,Male,Right,College,1000 hours,3,21-30%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,11-20%,0-10%,11-20%,0-10%,Non-Solver,39
A2K54VYAGSEL2O,CR_Conf,30,Male,Right,High School/GED,There is no way to know without additional information,10,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,0-10%,0-10%,Non-Solver,39
A2KBTDHM44J7X4,CR_Conf,32,Male,Right,College,1000 minutes,6,11-20%,0-10%,0-10%,0-10%,11-20%,51-60%,41-50%,0-10%,41-50%,11-20%,11-20%,Non-Solver,39
A2KED6T6BO622W,CR_Conf,49,Female,Left,College,Infinity,8,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,Non-Solver,39
A2KI0ORVSCIUK7,CR_Conf,63,Male,Right,High School/GED,There is no way to know without additional information,2,61-70%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,81-90%,Non-Solver,39
A25RPYFIZRW6HN,CR_Conf,32,Male,Right,High School/GED,There is no way to know without additional information,7,11-20%,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,0-10%,0-10%,11-20%,21-30%,Non-Solver,39
A25ZZOSL7MVU22,CR_Conf,27,Male,Right,College,1000 hours,2,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,51-60%,0-10%,0-10%,21-30%,11-20%,Non-Solver,39
A26A4HEBGP2MOX,CR_Conf,40,Male,Right,College,1000 hours,7,11-20%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,0-10%,11-20%,11-20%,0-10%,Non-Solver,39
A2KPTJMOIYHG69,CR_Conf,51,Male,Left,College,Infinity,10,71-80%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,61-70%,11-20%,Non-Solver,39
A2L26DMSVUEDP6,CR_Conf,45,Male,Right,High School/GED,There is no way to know without additional information,8,61-70%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,61-70%,Non-Solver,39
A2L9G4YBBC7Z99,CR_Conf,40,Male,Right,Graduate Degree,1000 minutes,9,41-50%,51-60%,61-70%,71-80%,81-90%,71-80%,61-70%,51-60%,61-70%,71-80%,61-70%,Non-Solver,39
A2LF84L3K71GR2,CR_Conf,36,Female,Left,High School/GED,1 hour,7,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,Solver,39
A2LHAMZNC1JZA8,CR_Conf,46,Female,Right,High School/GED,There is no way to know without additional information,2,21-30%,0-10%,11-20%,21-30%,21-30%,0-10%,0-10%,0-10%,0-10%,61-70%,51-60%,Non-Solver,39
A2LTOS0AZ3B28A,CR_Conf,46,Female,Right,College,1000 minutes,1,0-10%,0-10%,51-60%,0-10%,0-10%,31-40%,21-30%,11-20%,41-50%,61-70%,71-80%,Non-Solver,39
A2LV5432PV1S39,CR_Conf,32,Male,Right,College,1000 hours,4,21-30%,0-10%,11-20%,0-10%,21-30%,11-20%,51-60%,61-70%,31-40%,71-80%,61-70%,Non-Solver,39
A2M8R4MP1Y3T3I,CR_Conf,52,Female,Right,Graduate Degree,There is no way to know without additional information,9,51-60%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,91-100%,Non-Solver,39
A2M9ONJ71ZC79O,CR_Conf,22,Male,Right,College,1000 hours,3,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,31-40%,31-40%,0-10%,0-10%,0-10%,Non-Solver,39
A2MAFM9LD9FBIH,CR_Conf,42,Male,Left,College,2000 hours,1,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,11-20%,Non-Solver,39
A2MCI9K0K5VX50,CR_Conf,32,Male,Right,College,1000 minutes,2,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,Non-Solver,39
A2MGH3MBXMKD96,CR_Conf,34,Female,Right,High School/GED,Infinity,6,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,41-50%,21-30%,Non-Solver,39
A2ML0070M8FDK1,CR_Conf,59,Female,Right,High School/GED,Infinity,6,11-20%,0-10%,0-10%,0-10%,0-10%,31-40%,21-30%,31-40%,21-30%,41-50%,11-20%,Non-Solver,39
A2MPH5RMQ3B1V0,CR_Conf,25,Female,Right,Graduate Degree,1 hour,2,0-10%,0-10%,0-10%,31-40%,21-30%,61-70%,41-50%,11-20%,0-10%,71-80%,81-90%,Solver,39
A2MR1H3PV0EDDR,CR_Conf,30,Female,Right,Graduate Degree,1000000 hours,10,41-50%,81-90%,71-80%,61-70%,51-60%,61-70%,71-80%,81-90%,71-80%,61-70%,61-70%,Non-Solver,39
A2MU4RWJG4NJ06,CR_Conf,30,Female,Right,College,1 hour,9,71-80%,51-60%,61-70%,71-80%,81-90%,81-90%,71-80%,71-80%,81-90%,81-90%,71-80%,Solver,39
A2N5O2OTCXM8Z4,CR_Conf,30,Male,Right,Graduate Degree,1 hour,9,61-70%,0-10%,0-10%,71-80%,41-50%,51-60%,61-70%,51-60%,51-60%,61-70%,71-80%,Solver,39
A2N7VLJD8UE6VC,CR_Conf,35,Male,Right,College,1 hour,8,61-70%,0-10%,0-10%,0-10%,11-20%,61-70%,11-20%,0-10%,0-10%,11-20%,0-10%,Solver,39
A2IHCA80163TL7,CR_Conf,48,Female,Right,Graduate Degree,1000000 hours,2,11-20%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,21-30%,21-30%,21-30%,11-20%,Non-Solver,40
A2ILMFOOCW8ITR,CR_Conf,50,Male,Right,Graduate Degree,1 minute,9,11-20%,21-30%,31-40%,41-50%,51-60%,61-70%,71-80%,71-80%,71-80%,91-100%,71-80%,Non-Solver,40
A2ILUP6FN8HKKC,CR_Conf,31,Female,Right,College,1 hour,2,31-40%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,Solver,40
A2N8RYFLWR04AV,CR_Conf,27,Male,Right,Graduate Degree,1 hour,8,81-90%,0-10%,0-10%,41-50%,51-60%,81-90%,61-70%,51-60%,71-80%,61-70%,71-80%,Solver,40
A2NDYOUC0SJXR1,CR_Conf,30,Male,Right,College,1 hour,5,0-10%,61-70%,61-70%,41-50%,51-60%,61-70%,71-80%,71-80%,61-70%,41-50%,51-60%,Solver,40
A2NGD01946RWYW,CR_Conf,23,Male,Right,High School/GED,Infinity,7,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,31-40%,Non-Solver,40
A2NGMLBFZ3YQP5,CR_Conf,59,Female,Right,Graduate Degree,Infinity,4,61-70%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,11-20%,0-10%,11-20%,11-20%,Non-Solver,40
A2NGSSVZ08HZVD,CR_Conf,52,Male,Right,High School/GED,There is no way to know without additional information,8,21-30%,0-10%,11-20%,0-10%,11-20%,11-20%,11-20%,0-10%,0-10%,11-20%,21-30%,Non-Solver,40
A2NGVPAXDPI41B,CR_Conf,35,Female,Right,High School/GED,There is no way to know without additional information,7,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,21-30%,21-30%,21-30%,Non-Solver,40
A2NK67A23XP83H,CR_Conf,30,Male,Right,Graduate Degree,1 minute,10,81-90%,51-60%,61-70%,71-80%,61-70%,61-70%,51-60%,41-50%,51-60%,61-70%,61-70%,Non-Solver,40
A2NVO55DO76R80,CR_Conf,47,Male,Left,Graduate Degree,1000 hours,3,51-60%,0-10%,21-30%,21-30%,31-40%,21-30%,31-40%,11-20%,0-10%,0-10%,0-10%,Non-Solver,40
A2NXHJ905WLGAA,CR_Conf,34,Male,Right,High School/GED,There is no way to know without additional information,5,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,11-20%,31-40%,11-20%,51-60%,91-100%,Non-Solver,40
A2NXMRPHG86N2T,CR_Conf,45,Male,Right,College,2000 hours,5,0-10%,0-10%,0-10%,41-50%,11-20%,21-30%,31-40%,0-10%,51-60%,61-70%,71-80%,Non-Solver,40
A2NZAH96NU7EL6,CR_Conf,29,Male,Right,High School/GED,Infinity,8,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,40
A2O2Y99RA9GFUJ,CR_Conf,64,Male,Right,College,1000 hours,7,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,61-70%,31-40%,21-30%,21-30%,11-20%,Non-Solver,40
A26MHSME6PFECG,CR_Conf,27,Male,Right,High School/GED,There is no way to know without additional information,7,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,41-50%,71-80%,Non-Solver,40
A26N7JWACRX7BW,CR_Conf,29,non binary,Right,College,There is no way to know without additional information,4,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,40
A26NGLGGFTATVN,CR_Conf,37,Male,Right,High School/GED,Infinity,5,21-30%,0-10%,11-20%,0-10%,21-30%,21-30%,31-40%,31-40%,51-60%,41-50%,31-40%,Non-Solver,40
A2O4QLHKZ3A0PM,CR_Conf,23,Male,Right,College,2000 hours,8,0-10%,0-10%,0-10%,0-10%,0-10%,51-60%,41-50%,11-20%,11-20%,11-20%,21-30%,Non-Solver,40
A2O5PPV8TCNWP8,CR_Conf,39,Female,Left,College,There is no way to know without additional information,10,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,41-50%,61-70%,Non-Solver,40
A2O7LNRIBPIHAF,CR_Conf,48,Male,Right,High School/GED,There is no way to know without additional information,3,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,0-10%,0-10%,21-30%,31-40%,Non-Solver,40
A2OFRJHPNIMPI7,CR_Conf,44,Female,Right,Graduate Degree,1000 seconds,6,51-60%,41-50%,31-40%,61-70%,21-30%,31-40%,41-50%,31-40%,41-50%,11-20%,51-60%,Non-Solver,40
A2ONILC0LZKG6Y,CR_Conf,43,Female,Right,College,There is no way to know without additional information,3,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,21-30%,21-30%,Non-Solver,40
A2OPVDPTGKZPRU,CR_Conf,28,Female,Right,Graduate Degree,1000 minutes,9,61-70%,51-60%,21-30%,31-40%,71-80%,21-30%,41-50%,31-40%,21-30%,11-20%,11-20%,Non-Solver,40
A2OVX9UW5WANQE,CR_Conf,45,Female,Left,College,Infinity,1,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,31-40%,11-20%,Non-Solver,40
A2OYUYH6ATMKHN,CR_Conf,63,Male,Right,College,There is no way to know without additional information,6,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,11-20%,11-20%,11-20%,11-20%,Non-Solver,40
A2P2SUJ6F18W1B,CR_Conf,28,Male,Right,Graduate Degree,1000 minutes,9,41-50%,71-80%,61-70%,81-90%,61-70%,71-80%,81-90%,71-80%,61-70%,71-80%,81-90%,Non-Solver,40
A2PBIFYF14M5MD,CR_Conf,39,Male,Right,Graduate Degree,There is no way to know without additional information,3,11-20%,0-10%,11-20%,21-30%,21-30%,31-40%,0-10%,0-10%,0-10%,11-20%,11-20%,Non-Solver,40
A2PDB64F7UMYUD,CR_Conf,23,Male,Right,College,1 hour,9,71-80%,0-10%,0-10%,0-10%,0-10%,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver,40
A2PDV2VWVVQIMK,CR_Conf,27,Female,Right,College,There is no way to know without additional information,6,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,Non-Solver,40
A2PMVVXWGRFSEH,CR_Conf,29,Male,Right,Graduate Degree,1000 hours,8,61-70%,31-40%,11-20%,51-60%,21-30%,61-70%,41-50%,71-80%,51-60%,61-70%,41-50%,Non-Solver,41
A2PV770EBUE9UQ,CR_Conf,36,Male,Right,College,1000000 hours,3,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,Non-Solver,41
A2Q1JUSJ9THUDZ,CR_Conf,31,Male,Right,College,There is no way to know without additional information,6,21-30%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,51-60%,51-60%,Non-Solver,41
A2IQ0QCTQ3KWLT,CR_Conf,48,Female,Right,High School/GED,Infinity,5,11-20%,0-10%,0-10%,0-10%,41-50%,41-50%,41-50%,51-60%,51-60%,51-60%,41-50%,Non-Solver,41
A2IQU1LQHQHWQD,CR_Conf,54,Female,Left,College,There is no way to know without additional information,6,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,41
A2ITJNPW1LDUN7,CR_Conf,24,Male,Right,College,Infinity,6,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,Non-Solver,41
A2RQSTZGWSZEOE,CR_Conf,26,Female,Right,Graduate Degree,1 hour,9,81-90%,11-20%,21-30%,31-40%,21-30%,71-80%,51-60%,0-10%,0-10%,21-30%,0-10%,Solver,41
A2RQZJV3501QIH,CR_Conf,27,Female,Right,College,1000 minutes,7,21-30%,0-10%,0-10%,0-10%,31-40%,11-20%,31-40%,21-30%,0-10%,0-10%,0-10%,Non-Solver,41
A2RRC5B4M80XXO,CR_Conf,46,Male,Right,High School/GED,There is no way to know without additional information,5,11-20%,0-10%,0-10%,0-10%,21-30%,21-30%,51-60%,61-70%,71-80%,71-80%,81-90%,Non-Solver,41
A2RVDEU138ZF9P,CR_Conf,23,Male,Right,College,1000 minutes,8,51-60%,0-10%,0-10%,21-30%,41-50%,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,41
A2RVKQ541U9VGP,CR_Conf,34,Male,Right,College,1000 hours,8,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,51-60%,61-70%,71-80%,81-90%,11-20%,Non-Solver,41
A2RVOEFBFCLGH4,CR_Conf,43,Female,Right,Graduate Degree,1000 minutes,9,11-20%,41-50%,51-60%,41-50%,41-50%,51-60%,61-70%,51-60%,51-60%,61-70%,51-60%,Non-Solver,41
A2S0MB5JFG8DF,CR_Conf,30,Male,Right,High School/GED,1 hour,1,61-70%,0-10%,0-10%,0-10%,0-10%,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver,41
A2S3X4TZTX5NXY,CR_Conf,30,Male,Right,Graduate Degree,1000 hours,8,41-50%,51-60%,31-40%,11-20%,61-70%,31-40%,0-10%,21-30%,51-60%,61-70%,31-40%,Non-Solver,41
A2S96ZZ70YFPSK,CR_Conf,45,Female,Left,College,There is no way to know without additional information,8,51-60%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,11-20%,0-10%,31-40%,41-50%,Non-Solver,41
A2SCVCEOV33QB8,CR_Conf,28,Male,Right,College,1000 hours,3,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,21-30%,0-10%,0-10%,Non-Solver,41
A2SD7GN80U31GW,CR_Conf,34,Female,Right,College,1000 hours,1,11-20%,0-10%,0-10%,0-10%,11-20%,31-40%,21-30%,11-20%,0-10%,0-10%,11-20%,Non-Solver,41
A2SF0TUK6XTPCO,CR_Conf,36,Female,Right,College,Infinity,10,51-60%,0-10%,11-20%,11-20%,21-30%,21-30%,41-50%,41-50%,51-60%,61-70%,41-50%,Non-Solver,41
A2SO6K35NMGBB7,CR_Conf,39,Male,Left,College,There is no way to know without additional information,7,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,Non-Solver,41
A2SQNS3J389FRJ,CR_Conf,62,Male,Right,College,There is no way to know without additional information,9,51-60%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,11-20%,11-20%,21-30%,41-50%,Non-Solver,41
A2STBTRTBN661Z,CR_Conf,51,Female,Right,College,1 hour,8,21-30%,0-10%,11-20%,31-40%,21-30%,71-80%,0-10%,0-10%,0-10%,11-20%,21-30%,Solver,41
A2T11H7YI7QPGD,CR_Conf,28,Male,Left,College,There is no way to know without additional information,10,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,51-60%,61-70%,61-70%,61-70%,Non-Solver,41
A2T1JYVKKQQHH9,CR_Conf,34,Female,Left,High School/GED,There is no way to know without additional information,5,61-70%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,61-70%,Non-Solver,41
A2T98ZNH6C3EPY,CR_Conf,35,Female,Right,Graduate Degree,Infinity,8,41-50%,31-40%,21-30%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,41
A2TAUP3B2QB99F,CR_Conf,29,Male,Right,College,1000000 hours,6,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,31-40%,31-40%,81-90%,61-70%,21-30%,Non-Solver,41
A2TH9DIRISH8FE,CR_Conf,28,Male,Right,College,1000 minutes,1,41-50%,0-10%,11-20%,21-30%,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,41
A2TI2AHF94WF1M,CR_Conf,38,Female,Right,College,Infinity,8,81-90%,0-10%,11-20%,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,Non-Solver,41
A2TI9CGVG147MZ,CR_Conf,48,Female,Left,High School/GED,Infinity,8,31-40%,0-10%,0-10%,0-10%,11-20%,31-40%,11-20%,0-10%,0-10%,51-60%,31-40%,Non-Solver,41
A2TKHXY755FAM,CR_Conf,43,Female,Right,College,There is no way to know without additional information,5,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,41-50%,51-60%,71-80%,Non-Solver,41
A2TLN8489YGY81,CR_Conf,31,Male,Right,College,There is no way to know without additional information,10,71-80%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,71-80%,Non-Solver,41
A2TUUIV61CR0C7,CR_Conf,61,Female,Right,High School/GED,1 hour,3,11-20%,0-10%,0-10%,0-10%,11-20%,31-40%,31-40%,11-20%,11-20%,11-20%,11-20%,Solver,42
A2TXC8Q2IFGRXH,CR_Conf,67,Male,Right,College,There is no way to know without additional information,2,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,42
A2U3F2J227NFAP,CR_Conf,40,Male,Right,Graduate Degree,1000 minutes,10,71-80%,61-70%,51-60%,61-70%,71-80%,61-70%,71-80%,61-70%,71-80%,71-80%,61-70%,Non-Solver,42
A2U5DWGXEAIWYE,CR_Conf,24,Female,Right,College,1000 minutes,6,21-30%,41-50%,31-40%,41-50%,51-60%,31-40%,0-10%,0-10%,0-10%,0-10%,51-60%,Non-Solver,42
A2UK6SLUS8P0H2,CR_Conf,27,Female,Right,College,1000000 hours,2,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,11-20%,11-20%,Non-Solver,42
A2UMLFMF60AX21,CR_Conf,31,Female,Right,College,Infinity,8,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,21-30%,21-30%,31-40%,11-20%,Non-Solver,42
A2IU5TX5S0FA1C,CR_Conf,65,Female,Right,High School/GED,There is no way to know without additional information,1,0-10%,0-10%,11-20%,0-10%,21-30%,21-30%,61-70%,71-80%,21-30%,41-50%,61-70%,Non-Solver,42
A2IVGLOBFOT67M,CR_Conf,28,Female,Right,College,1000 minutes,2,21-30%,0-10%,0-10%,0-10%,21-30%,11-20%,0-10%,0-10%,0-10%,11-20%,21-30%,Non-Solver,42
A2J5XTBTEKX0T4,CR_Conf,28,Male,Right,College,1000 minutes,9,61-70%,51-60%,61-70%,71-80%,61-70%,71-80%,61-70%,51-60%,41-50%,31-40%,21-30%,Non-Solver,42
A2Q3KN46PUMMX2,CR_Conf,35,Female,Right,Graduate Degree,There is no way to know without additional information,6,41-50%,0-10%,11-20%,51-60%,31-40%,41-50%,71-80%,61-70%,21-30%,81-90%,91-100%,Non-Solver,42
A2Q9888BL4P09X,CR_Conf,25,Male,Right,Graduate Degree,1000 hours,8,61-70%,0-10%,0-10%,61-70%,41-50%,51-60%,71-80%,21-30%,41-50%,61-70%,81-90%,Non-Solver,42
A2QB46ZVBFQ8VZ,CR_Conf,23,Female,Right,College,There is no way to know without additional information,1,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,41-50%,Non-Solver,42
A2UO3QJZNC2VOE,CR_Conf,33,Male,Right,High School/GED,1000 minutes,4,21-30%,11-20%,51-60%,0-10%,61-70%,31-40%,21-30%,31-40%,0-10%,11-20%,21-30%,Non-Solver,42
A2UOSEPGNUITM8,CR_Conf,26,Male,Left,High School/GED,1000 hours,4,21-30%,0-10%,0-10%,0-10%,0-10%,21-30%,31-40%,21-30%,0-10%,11-20%,11-20%,Non-Solver,42
A2UXVNIR273792,CR_Conf,35,Male,Right,High School/GED,1000 hours,6,41-50%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,42
A2V35L3RIRYYXV,CR_Conf,26,Female,Left,College,1 hour,6,61-70%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,0-10%,0-10%,0-10%,0-10%,Solver,42
A2V3ECGQQYNO85,CR_Conf,42,Male,Right,High School/GED,1000000 hours,1,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,11-20%,31-40%,Non-Solver,42
A2V4BSE9TL8GM5,CR_Conf,30,Male,Right,Graduate Degree,1 hour,8,71-80%,71-80%,71-80%,61-70%,51-60%,61-70%,61-70%,61-70%,71-80%,71-80%,71-80%,Solver,42
A2V891K6X2055Y,CR_Conf,36,Male,Left,High School/GED,Infinity,7,31-40%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,0-10%,0-10%,31-40%,0-10%,Non-Solver,42
A2V8QBXRQ2VRPS,CR_Conf,55,Male,Right,College,1000 hours,3,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,31-40%,31-40%,21-30%,21-30%,11-20%,Non-Solver,42
A2VBSFSJXLZZ7A,CR_Conf,36,Male,Left,High School/GED,2000 hours,4,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,41-50%,21-30%,21-30%,11-20%,Non-Solver,42
