,Answer,Problem,group_number,Class,SD,AvgPSAR,AvgPSS,AvgPSNS,PSDAR,PSDS,PSDNS,AvgCS,AvgB,AvgPS,AvgConf,AvgDiff,cluster,pred,probas
249,1000 minutes,CR_Conf,31,0,0.13333333333333333,0.3133333333333333,0.425,0.29615384615384616,-0.17999999999999994,-0.29166666666666674,-0.16282051282051282,1.0754787726892991,0.13366666666666668,0.35000000000000003,0.75,,0,0,0.14701927252474473
250,1 hour,CR_Conf,31,1,0.13333333333333333,0.3200000000000001,0.5499999999999999,0.2846153846153846,-0.18666666666666676,-0.4166666666666666,-0.15128205128205127,1.0635818484712798,0.13483333333333336,0.5,0.5,,0,0,0.1938703892926183
251,1000 hours,CR_Conf,31,0,0.2,0.3866666666666666,0.45,0.3708333333333333,-0.1866666666666666,-0.25,-0.17083333333333328,0.6121741801240953,0.07772222222222222,0.26666666666666666,0.3,,0,0,0.057008662940579734
252,2000 hours,CR_Conf,31,0,0.03333333333333333,0.31666666666666665,0.6,0.30689655172413793,-0.2833333333333333,-0.5666666666666667,-0.2735632183908046,0.6363537047747575,0.07233333333333332,0.3,0.4,,0,0,0.062077019088990236
253,1000000 hours,CR_Conf,31,0,0.03333333333333333,0.2933333333333333,0.1,0.30000000000000004,-0.26,-0.06666666666666668,-0.2666666666666667,0.2780952380952381,0.01933333333333333,0.1,0.1,,0,0,0.01926760979559717
254,Infinity,CR_Conf,31,0,0.1,0.3266666666666666,0.4333333333333333,0.3148148148148148,-0.2266666666666666,-0.3333333333333333,-0.2148148148148148,0.2674603174603175,0.019222222222222224,0.3333333333333333,0.43333333333333335,,0,0,0.07664824281430735
255,There is no way to know without additional information,CR_Conf,31,0,0.2,0.34666666666666657,0.4000000000000001,0.3333333333333333,-0.14666666666666656,-0.20000000000000007,-0.1333333333333333,0.5036731786731786,0.05294444444444445,0.30000000000000004,0.7166666666666667,,0,0,0.1562616635539694
256,1 second,CR_Conf,32,0,0.0,0.18666666666666665,0.0,0.18666666666666665,-0.18666666666666665,0.0,-0.18666666666666665,0.0,0.0,0.0,0.0,,0,0,0.00952657890041124
257,1000 seconds,CR_Conf,32,0,0.03333333333333333,0.21,0.4,0.20344827586206893,-0.17666666666666664,-0.3666666666666667,-0.1701149425287356,0.29489010989010994,0.01811111111111112,0.1,0.3,,0,0,0.017635293970119266
258,1 minute,CR_Conf,32,0,0.2,0.2433333333333333,0.5166666666666667,0.17500000000000002,-0.04333333333333328,-0.3166666666666667,0.024999999999999998,1.3127616915260945,0.17572222222222222,0.5,0.6166666666666667,,0,0,0.20360399016525843
259,1000 minutes,CR_Conf,32,0,0.13333333333333333,0.2633333333333333,0.25,0.2653846153846154,-0.12999999999999998,-0.11666666666666667,-0.13205128205128205,0.4370919518292988,0.03469444444444445,0.30000000000000004,0.55,,0,0,0.17154625224828085
260,1 hour,CR_Conf,32,1,0.16666666666666666,0.31666666666666665,0.42,0.29600000000000004,-0.15,-0.2533333333333334,-0.12933333333333338,0.6993671912243048,0.08824444444444446,0.31999999999999995,0.54,,0,0,0.1018283703487353
261,1000 hours,CR_Conf,32,0,0.13333333333333333,0.3666666666666665,0.475,0.35,-0.2333333333333332,-0.3416666666666667,-0.21666666666666665,0.6640463152408232,0.07336111111111111,0.4,0.4500000000000001,,0,0,0.07463844550376095
262,2000 hours,CR_Conf,32,0,0.06666666666666668,0.36666666666666653,0.35,0.3678571428571428,-0.3,-0.2833333333333333,-0.3011904761904762,0.3353354978354979,0.019277777777777786,0.30000000000000004,0.45,,0,0,0.10141466996707382
263,1000000 hours,CR_Conf,32,0,0.0,0.2933333333333333,0.0,0.2933333333333333,-0.2933333333333333,0.0,-0.2933333333333333,0.0,0.0,0.0,0.0,,0,0,0.008376192041356822
264,Infinity,CR_Conf,32,0,0.13333333333333333,0.31333333333333324,0.25,0.3230769230769231,-0.1799999999999999,-0.11666666666666667,-0.18974358974358976,0.3293722505564611,0.024111111111111114,0.325,0.7250000000000001,,0,0,0.13689391960459457
265,There is no way to know without additional information,CR_Conf,32,0,0.13333333333333333,0.33,0.525,0.3,-0.19666666666666666,-0.3916666666666667,-0.16666666666666666,0.9051657855418132,0.11936111111111113,0.475,0.5750000000000001,,0,0,0.34212944120630073
266,1 second,CR_Conf,33,0,0.0,0.17666666666666667,0.0,0.17666666666666667,-0.17666666666666667,0.0,-0.17666666666666667,0.0,0.0,0.0,0.0,,0,0,0.0096671923351389
267,1000 seconds,CR_Conf,33,0,0.03333333333333333,0.2333333333333333,0.9,0.21034482758620685,-0.2,-0.8666666666666667,-0.17701149425287352,2.409967071468086,0.4523333333333334,0.2,0.1,,0,0,0.016001085942529972
268,1 minute,CR_Conf,33,0,0.0,0.21,0.0,0.21,-0.21,0.0,-0.21,0.0,0.0,0.0,0.0,,0,0,0.00897020871439397
269,1000 minutes,CR_Conf,33,0,0.06666666666666668,0.26666666666666666,0.5,0.25,-0.2,-0.43333333333333335,-0.18333333333333332,1.6132445941155618,0.24633333333333335,0.5,0.55,,0,0,0.06389806602410467
270,1 hour,CR_Conf,33,1,0.13333333333333333,0.35,0.55,0.3192307692307692,-0.21666666666666665,-0.4166666666666667,-0.18589743589743588,0.5629707473898651,0.05266666666666667,0.425,0.525,,0,0,0.12593914553986565
271,1000 hours,CR_Conf,33,0,0.2,0.3133333333333334,0.4000000000000001,0.2916666666666667,-0.1133333333333334,-0.20000000000000007,-0.09166666666666667,0.9163782471083426,0.10655555555555556,0.3833333333333333,0.65,,0,0,0.2197558803983625
272,2000 hours,CR_Conf,33,0,0.06666666666666668,0.31666666666666665,0.45,0.3071428571428571,-0.25,-0.38333333333333336,-0.24047619047619045,0.4464440993788821,0.032,0.3,0.25,,0,0,0.07272433256738317
273,1000000 hours,CR_Conf,33,0,0.0,0.2966666666666667,0.0,0.2966666666666667,-0.2966666666666667,0.0,-0.2966666666666667,0.0,0.0,0.0,0.0,,0,0,0.007400757541049743
274,Infinity,CR_Conf,33,0,0.2333333333333333,0.39,0.5571428571428572,0.33913043478260874,-0.15666666666666662,-0.3238095238095238,-0.1057971014492754,0.6895435207989243,0.08295238095238096,0.5,0.7857142857142856,,0,0,0.2760654515547543
275,There is no way to know without additional information,CR_Conf,33,0,0.26666666666666666,0.4533333333333334,0.5375,0.4227272727272728,-0.1866666666666667,-0.2708333333333333,-0.15606060606060612,0.6195173617379374,0.063875,0.325,0.45,,0,0,0.11405852861416113
286,1 second,CR_Conf,35,0,0.0,0.19333333333333327,0.0,0.19333333333333327,-0.19333333333333327,0.0,-0.19333333333333327,0.0,0.0,0.0,0.0,,0,0,0.009758434773855167
287,1000 seconds,CR_Conf,35,0,0.03333333333333333,0.21999999999999995,0.6,0.2068965517241379,-0.18666666666666665,-0.5666666666666667,-0.17356321839080455,1.0236552920763446,0.09644444444444444,0.7,0.9,,0,0,0.09686864574374415
288,1 minute,CR_Conf,35,0,0.06666666666666668,0.23,0.4,0.21785714285714286,-0.16333333333333333,-0.33333333333333337,-0.15119047619047615,0.8588161274209662,0.09411111111111113,0.2,0.35,,0,0,0.027643051862499025
289,1000 minutes,CR_Conf,35,0,0.03333333333333333,0.25,0.2,0.2517241379310345,-0.21666666666666665,-0.16666666666666669,-0.2183908045977012,0.6595004995004995,0.05911111111111113,0.4,0.7,,0,0,0.09186368232410756
290,1 hour,CR_Conf,35,1,0.16666666666666666,0.27,0.54,0.216,-0.1033333333333333,-0.3733333333333334,-0.04933333333333331,1.3811035612122833,0.18317777777777774,0.5199999999999999,0.7,,0,0,0.16925621981856914
291,1000 hours,CR_Conf,35,0,0.13333333333333333,0.29666666666666663,0.325,0.2923076923076923,-0.1633333333333333,-0.19166666666666668,-0.15897435897435894,0.3779279492437388,0.023027777777777782,0.25,0.525,,0,0,0.14608286520698788
292,2000 hours,CR_Conf,35,0,0.1,0.2899999999999999,0.30000000000000004,0.2888888888888889,-0.18999999999999992,-0.20000000000000004,-0.18888888888888888,0.35734126984126985,0.028,0.23333333333333334,0.4,,0,0,0.1284139386353234
293,1000000 hours,CR_Conf,35,0,0.0,0.2833333333333333,0.0,0.2833333333333333,-0.2833333333333333,0.0,-0.2833333333333333,0.0,0.0,0.0,0.0,,0,0,0.008828695992600024
294,Infinity,CR_Conf,35,0,0.2333333333333333,0.4133333333333333,0.5142857142857143,0.38260869565217387,-0.18,-0.28095238095238106,-0.14927536231884053,0.8046612115280307,0.10225396825396828,0.2571428571428572,0.5999999999999999,,0,0,0.1610791983280929
295,There is no way to know without additional information,CR_Conf,35,0,0.2333333333333333,0.44,0.5142857142857142,0.4173913043478261,-0.20666666666666667,-0.2809523809523809,-0.18405797101449275,0.3906704240460001,0.03653968253968254,0.4714285714285715,0.6,,0,0,0.07861908691476394
296,1 second,CR_Conf,36,0,0.03333333333333333,0.14666666666666664,0.5,0.13448275862068967,-0.11333333333333333,-0.4666666666666667,-0.10114942528735636,1.4716551389786685,0.16466666666666668,0.5,0.2,,0,0,0.05249359953650501
297,1000 seconds,CR_Conf,36,0,0.06666666666666668,0.2399999999999999,0.75,0.20357142857142851,-0.17333333333333326,-0.6833333333333333,-0.13690476190476186,1.1697041798156866,0.17433333333333334,0.25,1.0,,0,0,0.09355224317140945
298,1 minute,CR_Conf,36,0,0.03333333333333333,0.25,0.6,0.23793103448275865,-0.21666666666666667,-0.5666666666666667,-0.2045977011494253,1.0888214622233334,0.11933333333333335,0.3,0.6,,0,0,0.06100618619964313
299,1000 minutes,CR_Conf,36,0,0.1,0.3133333333333333,0.5,0.2925925925925926,-0.21333333333333332,-0.4,-0.19259259259259265,1.1671148867472398,0.1908888888888889,0.3,0.6999999999999998,,0,0,0.1063398611132446
300,1 hour,CR_Conf,36,1,0.26666666666666666,0.3333333333333333,0.35,0.3272727272727272,-0.06666666666666665,-0.08333333333333331,-0.06060606060606055,0.6175313289324681,0.0695,0.3125,0.65,,0,0,0.2503340275519654
301,1000 hours,CR_Conf,36,0,0.16666666666666666,0.36666666666666653,0.28,0.384,-0.2,-0.11333333333333336,-0.21733333333333332,0.396124328357065,0.026,0.26,0.34,,0,0,0.07578116636642458
302,2000 hours,CR_Conf,36,0,0.1,0.3133333333333333,0.4333333333333333,0.3,-0.2133333333333333,-0.3333333333333333,-0.2,0.7759889258973928,0.09422222222222222,0.16666666666666666,0.4666666666666666,,0,0,0.06560258903573633
303,1000000 hours,CR_Conf,36,0,0.0,0.2833333333333333,0.0,0.2833333333333333,-0.2833333333333333,0.0,-0.2833333333333333,0.0,0.0,0.0,0.0,,0,0,0.012847628471062402
304,Infinity,CR_Conf,36,0,0.0,0.3133333333333333,0.0,0.3133333333333333,-0.3133333333333333,0.0,-0.3133333333333333,0.0,0.0,0.0,0.0,,0,0,0.008612077819757296
305,There is no way to know without additional information,CR_Conf,36,0,0.2333333333333333,0.3399999999999999,0.5857142857142856,0.2652173913043478,-0.10666666666666658,-0.3523809523809523,-0.031884057971014464,0.7307938769169986,0.09123809523809524,0.37142857142857133,0.6285714285714287,,0,0,0.31788894904369747
306,1 second,CR_Conf,37,0,0.03333333333333333,0.1833333333333333,0.1,0.18620689655172407,-0.14999999999999994,-0.06666666666666668,-0.1528735632183908,0.42,0.0328888888888889,0.1,0.3,,0,0,0.06532885123342483
307,1000 seconds,CR_Conf,37,0,0.1,0.20333333333333325,0.4,0.18148148148148144,-0.10333333333333324,-0.29999999999999993,-0.08148148148148142,0.7878217445322709,0.0861111111111111,0.3666666666666667,0.6,,0,0,0.11015018720920558
308,1 minute,CR_Conf,37,0,0.03333333333333333,0.24,0.8,0.22068965517241385,-0.2066666666666667,-0.7666666666666667,-0.1873563218390805,2.5901581371721623,0.43255555555555547,0.7,1.0,,0,0,0.05728138746499885
309,1000 minutes,CR_Conf,37,0,0.2,0.30999999999999994,0.5499999999999999,0.25,-0.10999999999999993,-0.3499999999999999,-0.04999999999999999,1.0873847080764565,0.13599999999999998,0.35000000000000003,0.65,,0,0,0.24068687982746023
310,1 hour,CR_Conf,37,1,0.1,0.35666666666666663,0.3,0.3629629629629629,-0.2566666666666666,-0.2,-0.26296296296296284,0.28593406593406595,0.014777777777777782,0.26666666666666666,0.6,,0,0,0.04174236435227479
311,1000 hours,CR_Conf,37,0,0.06666666666666668,0.3033333333333333,0.4,0.2964285714285714,-0.23666666666666664,-0.3333333333333333,-0.2297619047619047,1.1167886382090633,0.17138888888888887,0.5,0.65,,0,0,0.07863691065677395
312,2000 hours,CR_Conf,37,0,0.03333333333333333,0.27,0.7,0.2551724137931034,-0.23666666666666664,-0.6666666666666666,-0.22183908045977008,0.7066933066933068,0.07655555555555556,0.4,0.5,,0,0,0.06494988156029141
313,1000000 hours,CR_Conf,37,0,0.0,0.2633333333333333,0.0,0.2633333333333333,-0.2633333333333333,0.0,-0.2633333333333333,0.0,0.0,0.0,0.0,,0,0,0.008273409132928927
314,Infinity,CR_Conf,37,0,0.2,0.37,0.3833333333333333,0.36666666666666653,-0.16999999999999993,-0.1833333333333333,-0.16666666666666666,0.4130841711894344,0.037111111111111116,0.3666666666666667,0.5166666666666666,,0,0,0.06014561435461169
315,There is no way to know without additional information,CR_Conf,37,0,0.2333333333333333,0.36,0.4142857142857142,0.34347826086956523,-0.12666666666666665,-0.18095238095238086,-0.1101449275362319,0.3678570886089683,0.03293650793650794,0.4428571428571428,0.6571428571428571,,0,0,0.10286233470487124
316,1 second,CR_Conf,38,0,0.0,0.17666666666666664,0.0,0.17666666666666664,-0.17666666666666664,0.0,-0.17666666666666664,0.0,0.0,0.0,0.0,,0,0,0.010020139678901072
317,1000 seconds,CR_Conf,38,0,0.1,0.20333333333333328,0.5,0.17037037037037034,-0.10333333333333328,-0.4,-0.07037037037037036,1.7298593891450846,0.2716666666666667,0.4666666666666666,0.8666666666666667,,0,0,0.07942966541623635
318,1 minute,CR_Conf,38,0,0.1,0.2533333333333333,0.5333333333333333,0.22222222222222215,-0.1533333333333333,-0.43333333333333335,-0.12222222222222218,1.028718815043758,0.14155555555555555,0.5,0.6,,0,0,0.09113932084541097
319,1000 minutes,CR_Conf,38,0,0.06666666666666668,0.28,0.6499999999999999,0.25357142857142856,-0.21333333333333326,-0.5833333333333333,-0.1869047619047619,1.516246774717632,0.2079444444444445,0.2,0.4,,0,0,0.06754735895094384
320,1 hour,CR_Conf,38,1,0.1,0.31999999999999995,0.7000000000000001,0.2777777777777778,-0.21999999999999995,-0.6000000000000001,-0.17777777777777778,1.1648163006543093,0.1467777777777778,0.4666666666666666,0.7000000000000001,,0,0,0.13461029254335005
321,1000 hours,CR_Conf,38,0,0.03333333333333333,0.29666666666666663,0.2,0.30000000000000004,-0.2633333333333333,-0.16666666666666669,-0.2666666666666667,0.1855677655677656,0.006444444444444445,0.2,0.8,,0,0,0.0767946134078582
322,2000 hours,CR_Conf,38,0,0.1,0.3066666666666667,0.30000000000000004,0.3074074074074073,-0.2066666666666667,-0.20000000000000004,-0.20740740740740732,0.2827361527361528,0.01455555555555556,0.3333333333333333,0.6,,0,0,0.10816166448070985
323,1000000 hours,CR_Conf,38,0,0.0,0.2633333333333333,0.0,0.2633333333333333,-0.2633333333333333,0.0,-0.2633333333333333,0.0,0.0,0.0,0.0,,0,0,0.009791554377878372
324,Infinity,CR_Conf,38,0,0.2333333333333333,0.37,0.4285714285714285,0.3521739130434782,-0.13666666666666666,-0.1952380952380952,-0.11884057971014488,0.3845907502137581,0.03258730158730159,0.27142857142857146,0.5571428571428572,,0,0,0.08418624747816525
325,There is no way to know without additional information,CR_Conf,38,0,0.26666666666666666,0.39333333333333337,0.3625,0.40454545454545454,-0.1266666666666667,-0.09583333333333338,-0.13787878787878788,0.4302107348089727,0.04069444444444445,0.30000000000000004,0.45,,0,0,0.0957670051044879
326,1 second,CR_Conf,39,0,0.0,0.23,0.0,0.23,-0.23,0.0,-0.23,0.0,0.0,0.0,0.0,,0,0,0.009991405259954175
327,1000 seconds,CR_Conf,39,0,0.03333333333333333,0.25,0.4,0.2448275862068965,-0.21666666666666667,-0.3666666666666667,-0.2114942528735632,1.788119658119658,0.2451111111111111,0.2,0.5,,0,0,0.03803020334323074
328,1 minute,CR_Conf,39,0,0.13333333333333333,0.25666666666666665,0.45,0.2269230769230769,-0.12333333333333332,-0.31666666666666665,-0.09358974358974356,1.3353432112040715,0.1995277777777778,0.30000000000000004,0.7250000000000001,,0,0,0.12007750852652191
329,1000 minutes,CR_Conf,39,0,0.06666666666666668,0.2866666666666667,0.5,0.27142857142857146,-0.22000000000000006,-0.43333333333333335,-0.2047619047619048,1.4415926117805409,0.20377777777777775,0.3,0.45,,0,0,0.12216261160925974
330,1 hour,CR_Conf,39,1,0.2333333333333333,0.3099999999999999,0.31428571428571433,0.3086956521739131,-0.07666666666666655,-0.080952380952381,-0.07536231884057976,0.6119528074188832,0.07144444444444444,0.42857142857142855,0.6857142857142857,,0,0,0.35358624953776885
331,1000 hours,CR_Conf,39,0,0.13333333333333333,0.3766666666666666,0.425,0.3692307692307692,-0.2433333333333333,-0.29166666666666663,-0.23589743589743584,1.052632475873138,0.17661111111111116,0.4,0.45,,0,0,0.141660995057455
332,2000 hours,CR_Conf,39,0,0.03333333333333333,0.3733333333333333,0.8,0.3586206896551723,-0.3399999999999999,-0.7666666666666667,-0.32528735632183897,2.30902766798419,0.35844444444444445,0.3,0.9,,0,0,0.08532608671011281
333,1000000 hours,CR_Conf,39,0,0.0,0.3666666666666666,0.0,0.3666666666666666,-0.3666666666666666,0.0,-0.3666666666666666,0.0,0.0,0.0,0.0,,0,0,0.009414108301939787
334,Infinity,CR_Conf,39,0,0.16666666666666666,0.48,0.42,0.4920000000000001,-0.3133333333333333,-0.2533333333333334,-0.32533333333333336,0.40186324485627894,0.03517777777777779,0.4800000000000001,0.6799999999999999,,0,0,0.07840813169666805
335,There is no way to know without additional information,CR_Conf,39,0,0.2,0.37,0.4833333333333333,0.3416666666666666,-0.16999999999999993,-0.2833333333333333,-0.1416666666666666,0.8026984541220022,0.09894444444444443,0.3666666666666667,0.6833333333333332,,0,0,0.12498978990639938
336,1 second,CR_Conf,40,0,0.0,0.18666666666666665,0.0,0.18666666666666665,-0.18666666666666665,0.0,-0.18666666666666665,0.0,0.0,0.0,0.0,,0,0,0.009564499695087835
337,1000 seconds,CR_Conf,40,0,0.0,0.17666666666666664,0.0,0.17666666666666664,-0.17666666666666664,0.0,-0.17666666666666664,0.0,0.0,0.0,0.0,,0,0,0.009786156925805162
338,1 minute,CR_Conf,40,0,0.1,0.22,0.6,0.1777777777777778,-0.12,-0.5,-0.0777777777777778,1.8075202464333724,0.2705555555555556,0.4,0.7000000000000001,,0,0,0.0688656242289968
339,1000 minutes,CR_Conf,40,0,0.0,0.26333333333333336,0.0,0.26333333333333336,-0.26333333333333336,0.0,-0.26333333333333336,0.0,0.0,0.0,0.0,,0,0,0.009918642745905438
340,1 hour,CR_Conf,40,1,0.13333333333333333,0.31666666666666665,0.425,0.3,-0.18333333333333326,-0.29166666666666663,-0.16666666666666666,0.5610675650458933,0.04977777777777779,0.45,0.675,,0,0,0.11196660856761195
341,1000 hours,CR_Conf,40,0,0.13333333333333333,0.30666666666666664,0.4,0.2923076923076923,-0.1733333333333333,-0.2666666666666666,-0.15897435897435894,0.5810354941755871,0.05352777777777778,0.225,0.475,,0,0,0.2317401215234888
342,2000 hours,CR_Conf,40,0,0.1,0.32,0.43333333333333335,0.3074074074074073,-0.22,-0.33333333333333337,-0.20740740740740732,0.7260082429647648,0.07011111111111112,0.3333333333333333,0.6666666666666666,,0,0,0.10945237644115957
343,1000000 hours,CR_Conf,40,0,0.06666666666666668,0.2566666666666667,0.5,0.2392857142857143,-0.19000000000000009,-0.43333333333333335,-0.17261904761904767,0.6528460858027423,0.06644444444444446,0.45,0.7,,0,0,0.10904252527238618
344,Infinity,CR_Conf,40,0,0.2,0.3266666666666667,0.4166666666666667,0.30416666666666664,-0.1266666666666667,-0.21666666666666667,-0.10416666666666664,0.4393170175928797,0.033388888888888885,0.2833333333333333,0.7166666666666667,,0,0,0.1399515813152515
345,There is no way to know without additional information,CR_Conf,40,0,0.26666666666666666,0.3033333333333333,0.3125,0.3,-0.03666666666666668,-0.04583333333333334,-0.033333333333333326,0.4699808014482937,0.04265277777777779,0.2625,0.675,,0,0,0.3267330226664281
346,1 second,CR_Conf,41,0,0.0,0.1533333333333333,0.0,0.1533333333333333,-0.1533333333333333,0.0,-0.1533333333333333,0.0,0.0,0.0,0.0,,0,0,0.010404204661964574
347,1000 seconds,CR_Conf,41,0,0.03333333333333333,0.1833333333333333,0.6,0.1689655172413793,-0.14999999999999994,-0.5666666666666667,-0.13563218390804596,0.8829260213470741,0.09811111111111112,0.4,0.8,,0,0,0.04072161591973813
348,1 minute,CR_Conf,41,0,0.1,0.19,0.5,0.15555555555555553,-0.08999999999999997,-0.4,-0.055555555555555525,1.3324476959260945,0.18500000000000005,0.26666666666666666,0.6,,0,0,0.09712530812758335
349,1000 minutes,CR_Conf,41,0,0.03333333333333333,0.24,0.3,0.23793103448275854,-0.20666666666666664,-0.26666666666666666,-0.20459770114942524,1.2733373205741627,0.13244444444444445,0.6,0.8,,0,0,0.04733682520932321
350,1 hour,CR_Conf,41,1,0.3333333333333333,0.2933333333333332,0.4300000000000001,0.22500000000000006,0.040000000000000084,-0.09666666666666672,0.10833333333333328,0.4826036216105877,0.03964444444444445,0.33,0.47,,0,0,0.36376558760664623
351,1000 hours,CR_Conf,41,0,0.13333333333333333,0.2666666666666666,0.35,0.25384615384615383,-0.13333333333333328,-0.21666666666666665,-0.1205128205128205,0.40271515764936827,0.036861111111111115,0.275,0.5,,0,0,0.09907304283515797
352,2000 hours,CR_Conf,41,0,0.06666666666666668,0.2566666666666666,0.45,0.24285714285714285,-0.18999999999999995,-0.3833333333333333,-0.17619047619047618,0.4911908743430483,0.04311111111111112,0.2,0.6499999999999999,,0,0,0.07920872410832529
353,1000000 hours,CR_Conf,41,0,0.0,0.2233333333333333,0.0,0.2233333333333333,-0.2233333333333333,0.0,-0.2233333333333333,0.0,0.0,0.0,0.0,,0,0,0.008990750009964233
354,Infinity,CR_Conf,41,0,0.13333333333333333,0.31666666666666665,0.7,0.2576923076923077,-0.18333333333333326,-0.5666666666666667,-0.12435897435897432,0.7129291142730734,0.0925277777777778,0.35000000000000003,0.4,,0,0,0.12560410847074016
355,There is no way to know without additional information,CR_Conf,41,0,0.16666666666666666,0.4100000000000001,0.48,0.396,-0.24333333333333346,-0.3133333333333333,-0.22933333333333336,0.3891864765669114,0.03177777777777778,0.4199999999999999,0.6199999999999999,,0,0,0.05771114351899276
356,1 second,CR_Conf,42,0,0.0,0.1833333333333333,0.0,0.1833333333333333,-0.1833333333333333,0.0,-0.1833333333333333,0.0,0.0,0.0,0.0,,0,0,0.008994721812631506
357,1000 seconds,CR_Conf,42,0,0.03333333333333333,0.1933333333333333,0.5,0.18275862068965515,-0.15999999999999998,-0.4666666666666667,-0.14942528735632182,1.839824333561176,0.23822222222222225,0.7,0.6,,0,0,0.03410376842363638
358,1 minute,CR_Conf,42,0,0.0,0.24666666666666665,0.0,0.24666666666666665,-0.24666666666666665,0.0,-0.24666666666666665,0.0,0.0,0.0,0.0,,0,0,0.009047072635983474
359,1000 minutes,CR_Conf,42,0,0.13333333333333333,0.2766666666666666,0.725,0.2076923076923077,-0.14333333333333328,-0.5916666666666667,-0.07435897435897437,2.6720711777099435,0.4868888888888889,0.625,0.95,,0,0,0.12879201083943004
360,1 hour,CR_Conf,42,1,0.06666666666666668,0.2866666666666667,0.2,0.2928571428571428,-0.22000000000000006,-0.13333333333333336,-0.22619047619047614,0.4054545454545455,0.019222222222222224,0.2,0.4,,0,0,0.03566408872880045
361,1000 hours,CR_Conf,42,0,0.13333333333333333,0.3499999999999999,0.45,0.3346153846153846,-0.21666666666666654,-0.31666666666666665,-0.2012820512820513,0.8191102118705094,0.08105555555555556,0.3,0.45,,0,0,0.13015408304019585
362,2000 hours,CR_Conf,42,0,0.03333333333333333,0.33,0.3,0.3310344827586207,-0.29666666666666663,-0.26666666666666666,-0.29770114942528736,0.4110989010989012,0.020222222222222225,0.3,0.3,,0,0,0.026307464346835396
363,1000000 hours,CR_Conf,42,0,0.0,0.3133333333333334,0.0,0.3133333333333334,-0.3133333333333334,0.0,-0.3133333333333334,0.0,0.0,0.0,0.0,,0,0,0.007270118320622599
364,Infinity,CR_Conf,42,0,0.3,0.35666666666666663,0.2888888888888889,0.3857142857142857,-0.056666666666666636,0.011111111111111129,-0.08571428571428569,0.4610828352933617,0.03303703703703705,0.2555555555555556,0.6444444444444444,,0,0,0.24204508756195117
365,There is no way to know without additional information,CR_Conf,42,0,0.3,0.3733333333333333,0.3333333333333333,0.3904761904761904,-0.0733333333333333,-0.033333333333333326,-0.09047619047619043,0.4570831945831947,0.03344444444444445,0.30000000000000004,0.5111111111111111,,0,0,0.1702270759312156
366,1 second,CR_Conf,43,0,0.0,0.13333333333333336,0.0,0.13333333333333336,-0.13333333333333336,0.0,-0.13333333333333336,0.0,0.0,0.0,0.0,,0,0,0.011059313415417897
367,1000 seconds,CR_Conf,43,0,0.0,0.17666666666666664,0.0,0.17666666666666664,-0.17666666666666664,0.0,-0.17666666666666664,0.0,0.0,0.0,0.0,,0,0,0.010063117366883681
368,1 minute,CR_Conf,43,0,0.03333333333333333,0.21666666666666665,0.4,0.21034482758620685,-0.18333333333333326,-0.3666666666666667,-0.17701149425287352,1.1248620986856284,0.10044444444444448,0.3,0.7,,0,0,0.04292753816490406
369,1000 minutes,CR_Conf,43,0,0.06666666666666668,0.24666666666666665,0.35,0.23928571428571424,-0.17999999999999994,-0.2833333333333333,-0.17261904761904756,0.9760194805194806,0.10461111111111113,0.25,0.35,,0,0,0.06072450416544245
370,1 hour,CR_Conf,43,1,0.3,0.3466666666666666,0.5333333333333334,0.26666666666666666,-0.046666666666666634,-0.23333333333333345,0.033333333333333326,0.6986523399971676,0.07955555555555555,0.4777777777777778,0.6111111111111112,,0,0,0.4802910766756546
371,1000 hours,CR_Conf,43,0,0.06666666666666668,0.3233333333333333,0.45,0.3142857142857142,-0.25666666666666665,-0.3833333333333333,-0.2476190476190476,0.7187800988440375,0.07377777777777779,0.35,0.45,,0,0,0.04048787087246009
372,2000 hours,CR_Conf,43,0,0.13333333333333333,0.2933333333333333,0.3,0.2923076923076923,-0.15999999999999995,-0.16666666666666666,-0.15897435897435902,0.4817989904832011,0.03352777777777778,0.225,0.425,,0,0,0.09816668976331902
373,1000000 hours,CR_Conf,43,0,0.0,0.25666666666666665,0.0,0.25666666666666665,-0.25666666666666665,0.0,-0.25666666666666665,0.0,0.0,0.0,0.0,,0,0,0.008473989648303782
374,Infinity,CR_Conf,43,0,0.2,0.3433333333333333,0.5333333333333333,0.2958333333333333,-0.1433333333333333,-0.3333333333333333,-0.09583333333333333,0.7831017472865301,0.10300000000000001,0.2500000000000001,0.6,,0,0,0.19146021688561396
375,There is no way to know without additional information,CR_Conf,43,0,0.2,0.3966666666666666,0.6333333333333333,0.3375000000000001,-0.1966666666666666,-0.4333333333333333,-0.13750000000000007,0.576374507845096,0.053,0.43333333333333335,0.5166666666666667,,0,0,0.2157847347909128
376,1 second,CR_Conf,44,0,0.0,0.18666666666666665,0.0,0.18666666666666665,-0.18666666666666665,0.0,-0.18666666666666665,0.0,0.0,0.0,0.0,,0,0,0.009546436903511632
377,1000 seconds,CR_Conf,44,0,0.0,0.20333333333333328,0.0,0.20333333333333328,-0.20333333333333328,0.0,-0.20333333333333328,0.0,0.0,0.0,0.0,,0,0,0.00920719498563578
378,1 minute,CR_Conf,44,0,0.0,0.19666666666666666,0.0,0.19666666666666666,-0.19666666666666666,0.0,-0.19666666666666666,0.0,0.0,0.0,0.0,,0,0,0.009341417817173282
